Date,Open,High,Low,Close,Adj Close,Volume
2002-08-27,40.44117736816406,40.588233947753906,39.264705657958984,39.264705657958984,12.8746976852417,435027
2002-08-28,39.117645263671875,39.41176223754883,38.38235092163086,38.38235092163086,12.585375785827637,388960
2002-08-29,38.088233947753906,38.67647171020508,37.94117736816406,38.67647171020508,12.681817054748535,431154
2002-08-30,38.67647171020508,39.117645263671875,38.67647171020508,38.67647171020508,12.681817054748535,283600
2002-09-02,38.52941131591797,38.67647171020508,38.38235092163086,38.38235092163086,12.585375785827637,250240
2002-09-03,38.38235092163086,38.67647171020508,37.94117736816406,38.235294342041016,12.537156105041504,514110
2002-09-04,37.94117736816406,37.94117736816406,37.5,37.79411697387695,12.392498016357422,394400
2002-09-05,37.79411697387695,38.67647171020508,37.20588302612305,37.20588302612305,12.199620246887207,250343
2002-09-06,37.20588302612305,37.20588302612305,37.20588302612305,37.20588302612305,12.199620246887207,0
2002-09-09,37.35293960571289,37.5,36.764705657958984,37.35293960571289,12.247838020324707,140080
2002-09-10,37.647056579589844,38.52941131591797,37.35293960571289,38.235294342041016,12.537156105041504,226610
2002-09-11,38.38235092163086,38.38235092163086,37.05882263183594,37.20588302612305,12.199620246887207,322490
2002-09-12,37.05882263183594,37.05882263183594,36.32352828979492,36.47058868408203,11.958517074584961,423816
2002-09-13,35.588233947753906,36.32352828979492,33.97058868408203,34.55882263183594,11.331661224365234,594797
2002-09-16,34.41176223754883,34.41176223754883,33.088233947753906,33.235294342041016,10.897684097290039,541190
2002-09-17,33.088233947753906,34.70588302612305,33.088233947753906,34.264705657958984,11.235219955444336,183413
2002-09-18,33.97058868408203,33.97058868408203,33.52941131591797,33.82352828979492,11.090561866760254,193120
2002-09-19,33.82352828979492,34.117645263671875,33.52941131591797,33.52941131591797,10.994122505187988,201283
2002-09-20,33.088233947753906,33.82352828979492,33.088233947753906,33.38235092163086,10.945901870727539,44948
2002-09-23,33.235294342041016,33.67647171020508,32.647056579589844,32.647056579589844,10.704803466796875,124440
2002-09-24,32.647056579589844,32.647056579589844,31.91176414489746,31.91176414489746,10.463704109191895,144880
2002-09-25,31.91176414489746,31.91176414489746,30.882352828979492,30.882352828979492,10.126165390014648,362059
2002-09-26,31.02941131591797,32.05882263183594,31.02941131591797,31.47058868408203,10.319045066833496,276630
2002-09-27,31.617647171020508,32.05882263183594,31.02941131591797,31.02941131591797,10.174385070800781,127403
2002-09-30,31.02941131591797,31.02941131591797,30.0,30.735294342041016,10.077946662902832,236946
2002-10-01,30.44117546081543,31.02941131591797,30.294116973876953,30.44117546081543,9.981505393981934,119850
